run_root,project_rel,status,reason_training_ended,mode,experiment_name,run_name,model_name,data_root,dataset_backend,include_extra_train,pas_fusion_mode,pas_source,precomputed_pas_root,cont_in_variant,cont_in_stages,pas_sigma,pas_rho,pas_radius_scale,pas_binary,augment,label_smoothing,use_weighted_sampler,batch_size,num_workers,epochs_cfg,history_epochs,final_epoch,best_epoch,best_vad_epoch,optimizer_name,learning_rate,weight_decay,scheduler_name,scheduler_step_size,scheduler_gamma,device,use_amp,seed,grad_clip,evaluate_test_after_train,total_training_seconds,best_val_map,best_val_vad_error,best_epoch_train_loss,best_epoch_val_loss,best_epoch_train_map,best_epoch_val_map,best_epoch_train_vad_error,best_epoch_val_vad_error,test_epoch,test_total_loss,test_emotion_loss,test_vad_loss,test_precision,test_recall,test_f1,test_map,test_vad_error,test_vad_valence_l1,test_vad_arousal_l1,test_vad_dominance_l1,best_ap_class,best_ap_value,worst_ap_class,worst_ap_value
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\manual_trials\chatgpt1,peri_V1/outputs/runs/experimental/manual_trials/chatgpt1,completed,max_epochs_reached,experimental,manual_trials,chatgpt1,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,none,none,,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,True,0.1,True,32,4,5,5,5,1,5,adamw,0.0001,0.0001,onecycle,7,0.1,cuda,True,42,1.0,True,892.4200770000025,0.33607313999997773,0.8525029818216959,10.146840540155187,9.105703728993733,0.20626567759291964,0.33607313999997773,2.9459571043650308,0.8669999043146769,5,7.888481679715608,7.373614936544184,1.0297335216350723,0.7356369691923397,0.10996670504403025,0.19133212419804552,0.22908341404387933,1.0300360719362895,1.0204412937164307,1.0740370750427246,0.9956298470497131,Engagement,0.8263307871721539,Embarrassment,0.0244468167619081
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\no_pas_control\no_pas_ls01_cosine_e10,peri_V1/outputs/runs/experimental/no_pas_control/no_pas_ls01_cosine_e10,completed,max_epochs_reached,experimental,no_pas_control,no_pas_ls01_cosine_e10,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,none,none,,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,True,0.1,False,32,4,10,10,10,4,3,adamw,0.0001,0.0001,cosine,7,0.1,cuda,True,42,1.0,True,2646.50306430005,0.39585774119612555,0.8009517192840576,4.01361545804259,7.896978670756022,0.18756730287375467,0.39585774119612555,1.3017713626225789,0.8506523172060648,10,6.433096327279744,5.949742800311038,0.9667070615187026,0.8306925632507027,0.20229019510221863,0.32535094962840627,0.2765374258033804,0.9667942722638448,0.942680299282074,1.0075414180755615,0.9501610994338989,Engagement,0.8664754740340231,Embarrassment,0.022870855218012635
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\no_pas_push\no_pas_aug_ls01_s42_e6,peri_V1/outputs/runs/experimental/no_pas_push/no_pas_aug_ls01_s42_e6,completed,max_epochs_reached,experimental,no_pas_push,no_pas_aug_ls01_s42_e6,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,none,none,,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,True,0.1,False,32,4,6,6,6,4,4,adamw,0.0001,0.0001,onecycle,7,0.1,cuda,True,42,1.0,True,1120.5607063999996,0.38876105732292643,0.8010908762613932,3.7290767217611336,8.068686491648355,0.25147229608829114,0.38876105732292643,1.255348761876424,0.8010908762613932,6,6.574854675092195,6.106363903012192,0.9369815807593497,0.8169178794178794,0.19563120390826774,0.3156679135390254,0.2703909571874049,0.937135656674703,0.8935576677322388,0.9807997941970825,0.9370495080947876,Engagement,0.8442413199762434,Embarrassment,0.028303185175397802
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\pas_ablation\no_pas_s42_lr1e4_e3,peri_V1/outputs/runs/experimental/pas_ablation/no_pas_s42_lr1e4_e3,completed,max_epochs_reached,experimental,pas_ablation,no_pas_s42_lr1e4_e3,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,none,none,,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.0,False,32,4,3,3,3,2,3,adamw,0.0001,0.0001,onecycle,7,0.1,cuda,True,42,1.0,True,590.8186707999994,0.375539943958638,0.8147163391113281,5.27455566146157,10.321279271443684,0.16887613941348542,0.375539943958638,1.3256322940190632,0.8720073699951172,3,8.425087991513704,7.937059517492328,0.9760569438599703,0.8358074673864148,0.17344493885552478,0.2872751636344895,0.2651202190750078,0.9761896928151449,0.9484297633171082,0.9808571934700012,0.9992821216583252,Engagement,0.8537059521794834,Embarrassment,0.025018966089041035
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\pas_diag\late_pas_e3,peri_V1/outputs/runs/experimental/pas_diag/late_pas_e3,completed,max_epochs_reached,experimental,pas_diag,late_pas_e3,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,late,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.0,False,32,4,3,3,3,3,3,adamw,0.0001,0.0001,onecycle,7,0.1,cuda,True,42,1.0,True,582.1375559000007,0.37794847867638703,0.8229279716809591,4.501717642685036,10.288070793151855,0.28117690012889485,0.37794847867638703,1.232490102450053,0.8229279716809591,3,8.458550218950238,7.983813693648891,0.9494730780522028,0.8171476137624861,0.1832778417400504,0.29940271953234215,0.26369915503226865,0.9497934977213541,0.9215562343597412,1.0003626346588135,0.9274616241455078,Engagement,0.8513941646842567,Embarrassment,0.026746546016612846
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\pas_fair_control\pas_ls01_cosine_e10,peri_V1/outputs/runs/experimental/pas_fair_control/pas_ls01_cosine_e10,completed,max_epochs_reached,experimental,pas_fair_control,pas_ls01_cosine_e10,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,True,0.1,False,32,4,10,10,10,10,2,adamw,0.0001,0.0001,cosine,7,0.1,cuda,True,42,1.0,True,2382.028477500018,0.374238911000932,0.7572767734527588,3.256440495028991,8.113575072515578,0.3175666808428535,0.374238911000932,1.2462500929832458,0.8310639460881551,10,6.673403754568937,6.184165519580507,0.9784765037005407,0.7930121757543674,0.18640535075439416,0.3018563764136924,0.26731504120170213,0.9788646896680196,0.9421075582504272,1.011151909828186,0.9833346009254456,Engagement,0.8455379525840603,Embarrassment,0.02143597102779302
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\pas_fix_v2\precomputed_pas_probe_e3,peri_V1/outputs/runs/experimental/pas_fix_v2/precomputed_pas_probe_e3,completed,max_epochs_reached,experimental,pas_fix_v2,precomputed_pas_probe_e3,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.0,False,32,4,3,3,3,3,3,adamw,0.0001,0.0001,onecycle,7,0.1,cuda,True,42,1.0,True,657.6686225999947,0.37986194893044034,0.7985111276308695,4.832636038978379,10.28945250193278,0.23881342114713397,0.37986194893044034,1.2496816515922546,0.7985111276308695,3,8.438171221498857,7.964224026914229,0.9478944056389624,0.8305903669032161,0.17117341382207424,0.2838493292053664,0.265267905210852,0.9483413100242615,0.9062796235084534,1.009291172027588,0.9294531345367432,Engagement,0.8524321035706062,Embarrassment,0.03022683438876239
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\pas_fixed_lr_sweep\lr13e4_s44_e6,peri_V1/outputs/runs/experimental/pas_fixed_lr_sweep/lr13e4_s44_e6,completed,max_epochs_reached,experimental,pas_fixed_lr_sweep,lr13e4_s44_e6,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.0,False,32,4,6,6,6,4,2,adamw,0.00013,0.0001,onecycle,7,0.1,cuda,True,44,1.0,True,1206.3079241999949,0.3752822078235466,0.7955794135729471,4.670884523763285,10.682238337198893,0.2679319061714354,0.3752822078235466,1.253908673922221,0.851658046245575,6,8.750879149687918,8.260525341619525,0.980707679924212,0.8195976638546398,0.1572019790272894,0.26380512258165584,0.26166846780286745,0.981092631816864,0.9361971616744995,1.0215554237365723,0.9855253100395203,Engagement,0.8486236604900057,Embarrassment,0.03187408981564681
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\pas_fixed_lr_sweep\lr1e4_s42_e6,peri_V1/outputs/runs/experimental/pas_fixed_lr_sweep/lr1e4_s42_e6,completed,max_epochs_reached,experimental,pas_fixed_lr_sweep,lr1e4_s42_e6,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.0,False,32,4,6,6,6,3,6,adamw,0.0001,0.0001,onecycle,7,0.1,cuda,True,42,1.0,True,895.4990777999992,0.378775211559476,0.8209267656008402,5.1005979621565185,10.366190121968588,0.1973705167893719,0.378775211559476,1.2987425724665325,0.874127189318339,6,8.537668228149414,8.01070106866067,1.0539343694322987,0.8193762633554721,0.17658773376481937,0.2905562808796047,0.26322553799898707,1.0543676614761353,1.0049889087677002,1.093178153038025,1.0649359226226807,Engagement,0.8643317863389788,Embarrassment,0.031052471579082055
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\pas_fixed_lr_sweep\lr7e5_s43_e6,peri_V1/outputs/runs/experimental/pas_fixed_lr_sweep/lr7e5_s43_e6,completed,max_epochs_reached,experimental,pas_fixed_lr_sweep,lr7e5_s43_e6,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.0,False,32,4,6,6,6,5,1,adamw,7e-05,0.0001,onecycle,7,0.1,cuda,True,43,1.0,True,1181.2250098000004,0.3686871902592782,0.8126959602038065,4.163537473183173,10.498853670756022,0.32882637186512625,0.3686871902592782,1.1953030228614807,0.8391623099644979,6,8.639219595674883,8.155149139856038,0.9681409105919955,0.7911692794477204,0.17117341382207424,0.2814530570478383,0.2563237331698826,0.9685209194819132,0.9123662114143372,1.040334701538086,0.9528618454933167,Engagement,0.8417182471981646,Embarrassment,0.029082605075600412
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\pas_runtime_diag\runtime_pas_e3,peri_V1/outputs/runs/experimental/pas_runtime_diag/runtime_pas_e3,interrupted,keyboard_interrupt,experimental,pas_runtime_diag,runtime_pas_e3,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,runtime,,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.0,False,32,0,3,0,0,,,adamw,0.0001,0.0001,onecycle,7,0.1,cuda,True,42,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\pas_runtime_diag\runtime_pas_e3_fix,peri_V1/outputs/runs/experimental/pas_runtime_diag/runtime_pas_e3_fix,completed,max_epochs_reached,experimental,pas_runtime_diag,runtime_pas_e3_fix,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,runtime,,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.0,False,32,0,3,3,3,3,3,adamw,0.0001,0.0001,onecycle,7,0.1,cuda,True,42,1.0,True,697.826338800005,0.3747452959518556,0.7994571328163147,4.84678884357601,10.322562586466471,0.2375022335801402,0.3747452959518556,1.2507245540618896,0.7994571328163147,3,8.445957528917413,7.973719136756763,0.9444768522915087,0.8258713942307693,0.17104894669695367,0.2834016446266079,0.267035371033019,0.9447907010714213,0.9119604825973511,1.000295639038086,0.9221159815788269,Engagement,0.852343716762231,Embarrassment,0.028217574685817485
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\peri_optimized\gemini1,peri_V1/outputs/runs/experimental/peri_optimized/gemini1,completed,max_epochs_reached,experimental,peri_optimized,gemini1,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,runtime,,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,True,0.1,False,32,0,5,5,5,4,4,adamw,0.0001,0.01,onecycle,7,0.1,cuda,True,42,1.0,True,1700.2491993000003,0.38488050209633146,0.7867414355278015,3.7923275052727043,7.999055283864339,0.23779695159042594,0.38488050209633146,1.25053874651591,0.7867414355278015,5,6.543222971129835,6.072208195401911,0.9420295896237356,0.8187668362765639,0.17023991038366992,0.28187227903861517,0.27264124216458063,0.9422025879224142,0.9053146243095398,0.9914777874946594,0.9298153519630432,Engagement,0.849890151362913,Embarrassment,0.0282686664608027
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\record_attack\no_pas_ls01_e6_s44,peri_V1/outputs/runs/experimental/record_attack/no_pas_ls01_e6_s44,completed,max_epochs_reached,experimental,record_attack,no_pas_ls01_e6_s44,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,none,none,,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,True,0.1,False,32,4,6,6,6,4,2,adamw,0.0001,0.0001,onecycle,7,0.1,cuda,True,44,1.0,True,1428.4224653000128,0.38883467669014843,0.783935546875,3.7399960301139137,8.177130508422852,0.2476338556196161,0.38883467669014843,1.257751961549123,0.8066998918851217,6,6.6522258603781985,6.180832729004977,0.9427862878431353,0.8276927831865245,0.1666614805364533,0.2774554496477413,0.27313697984172475,0.9429731567700704,0.9095674157142639,0.9990031719207764,0.9203488826751709,Engagement,0.849950395852008,Embarrassment,0.02448794842780981
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\experimental\smoke_manifest\precomputed_pas_manifest_smoke,peri_V1/outputs/runs/experimental/smoke_manifest/precomputed_pas_manifest_smoke,completed,max_epochs_reached,experimental,smoke_manifest,precomputed_pas_manifest_smoke,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.0,False,2,0,1,1,1,1,1,adamw,0.0001,0.0001,onecycle,7,0.1,cpu,False,42,1.0,False,1.8280105000012554,0.85,4.843918244043986,36.47092819213867,27.715665817260742,0.6666666666666666,0.85,5.703184366226196,4.843918244043986,,,,,,,,,,,,,,,,
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\paper_faithful\20260414_133125_peri,peri_V1/outputs/runs/paper_faithful/20260414_133125_peri,,,paper_faithful,peri,,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,True,0.0,False,2,0,10,0,,,,adamw,0.0001,0.0001,cosine,7,0.1,cpu,True,42,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\paper_faithful\20260414_133320_peri,peri_V1/outputs/runs/paper_faithful/20260414_133320_peri,,,paper_faithful,peri,,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,True,0.0,False,2,0,10,0,,,,adamw,0.0001,0.0001,cosine,7,0.1,cpu,True,42,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\paper_faithful\contint_v2_light\shared_encoder_cosine_e10,peri_V1/outputs/runs/paper_faithful/contint_v2_light/shared_encoder_cosine_e10,completed,max_epochs_reached,paper_faithful,contint_v2_light,shared_encoder_cosine_e10,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,True,0.0,False,32,4,10,10,10,8,6,adamw,0.0001,0.0001,cosine,7,0.1,cuda,True,42,1.0,True,2262.2681315999944,0.377663577198382,0.7987368504206339,4.368718902109123,10.479817472185408,0.2922076554437077,0.377663577198382,1.2719077666600545,0.8228094975153605,10,8.645818367339016,8.158147422890915,0.9753418807920656,0.7938414802540734,0.1788458547207964,0.29192373118033865,0.26851929429768956,0.9755232930183411,0.9550971984863281,0.9924275279045105,0.9790451526641846,Engagement,0.8474571990082862,Embarrassment,0.02288312204284766
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\paper_faithful\paper_faithful_fixed\precomputed_pas_manifest_v1,peri_V1/outputs/runs/paper_faithful/paper_faithful_fixed/precomputed_pas_manifest_v1,completed,max_epochs_reached,paper_faithful,paper_faithful_fixed,precomputed_pas_manifest_v1,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.0,False,32,4,5,5,5,5,2,adamw,0.0001,0.0001,onecycle,7,0.1,cuda,True,42,1.0,True,892.6307163000456,0.3629034997891641,0.7868387897809347,3.7850346533071337,10.469109903063092,0.3501579230700039,0.3629034997891641,1.198812445004781,0.793783982594808,5,8.682038909510561,8.20440065233331,0.9552765109559946,0.7953882078225336,0.16954425260538186,0.2795086801548837,0.25975289260576084,0.9554269512494405,0.9115120768547058,1.0124425888061523,0.9423261880874634,Engagement,0.8364152077935925,Embarrassment,0.02753840915575463
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\paper_faithful\paper_faithful_fixed\precomputed_pas_manifest_v2_nosched_lr2e4,peri_V1/outputs/runs/paper_faithful/paper_faithful_fixed/precomputed_pas_manifest_v2_nosched_lr2e4,completed,max_epochs_reached,paper_faithful,paper_faithful_fixed,precomputed_pas_manifest_v2_nosched_lr2e4,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.0,False,32,4,5,5,5,4,2,adamw,0.0002,0.0001,none,7,0.1,cuda,True,42,1.0,True,877.3371029999689,0.35129022587659237,0.7507317860921224,4.717203797920835,10.583124337877546,0.22047515852027116,0.35129022587659237,1.3192596832911174,0.8316276669502258,5,8.712691480653328,8.219155784238849,0.9870713669479939,0.8024668964266279,0.13762638046352466,0.23495671570449836,0.2487531125487452,0.9871634046236674,0.9335387349128723,1.038739562034607,0.989211916923523,Engagement,0.8394941383149217,Embarrassment,0.02490937910696239
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\paper_faithful\paper_fix_v1\precomputed_pas_paper_cuda,peri_V1/outputs/runs/paper_faithful/paper_fix_v1/precomputed_pas_paper_cuda,completed,max_epochs_reached,paper_faithful,paper_fix_v1,precomputed_pas_paper_cuda,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.0,False,32,4,10,10,10,4,4,adamw,0.0001,0.0001,onecycle,7,0.1,cuda,False,42,1.0,True,1595.3064556000027,0.37694029982695604,0.7960659066836039,4.887919867193544,10.24239980061849,0.23379459848346815,0.37694029982695604,1.276886264483134,0.7960659066836039,10,8.487108673965722,8.009120769668044,0.9559757798387293,0.805152770585189,0.19351526278121792,0.31203431925942654,0.2628796837612078,0.9561641216278076,0.9136233925819397,1.0134156942367554,0.9414532780647278,Engagement,0.8478363162407824,Embarrassment,0.025751194951074873
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\paper_faithful\peri_augfix\precomputed_pas_augmented_e15,peri_V1/outputs/runs/paper_faithful/peri_augfix/precomputed_pas_augmented_e15,completed,max_epochs_reached,paper_faithful,peri_augfix,precomputed_pas_augmented_e15,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,True,0.0,False,32,4,15,15,15,9,2,adamw,0.0001,0.0001,onecycle,7,0.1,cuda,True,42,1.0,True,2681.881304699986,0.3670802241658431,0.7944252689679464,3.8022334298945952,10.584788740248907,0.3632968669078555,0.3670802241658431,1.2258629997571309,0.8536353508631388,15,8.824458011409693,8.328315741137454,0.9922845444658346,0.7745273377618804,0.18861409239384042,0.30335476446601456,0.2554629034364218,0.992509921391805,0.9415006637573242,1.0405771732330322,0.9954519271850586,Engagement,0.8342721580306804,Embarrassment,0.023686933254699546
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\paper_faithful\peri_optimized\opt_v2,peri_V1/outputs/runs/paper_faithful/peri_optimized/opt_v2,completed,max_epochs_reached,paper_faithful,peri_optimized,opt_v2,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,runtime,,,"layer1,layer2,layer3,layer4",3.0,,2.0,True,True,0.1,False,32,0,5,5,5,5,2,adamw,0.0001,0.0001,onecycle,1,0.1,cuda,True,42,1.0,True,7318.168683199998,0.38961355956359023,0.7685046990712484,5.342055730695848,13.565571835835774,0.25357850506975455,0.38961355956359023,1.1735767126083374,0.8178508083025614,5,10.22175617803607,8.811749648629574,2.8200130284878244,0.8202874284916981,0.18293555714596882,0.29915530225931203,0.2728582145818614,0.9404133558273315,0.8961294889450073,0.9953382015228271,0.9297723770141602,Engagement,0.8599077001887749,Embarrassment,0.030029564152068304
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\paper_faithful\peri_optimized\opt_v2_pas,peri_V1/outputs/runs/paper_faithful/peri_optimized/opt_v2_pas,completed,max_epochs_reached,paper_faithful,peri_optimized,opt_v2_pas,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.1,False,32,4,5,5,5,4,3,adamw,0.0001,0.0001,onecycle,1,0.1,cuda,True,42,1.0,True,937.8376340999966,0.3837151625797782,0.7866822878519694,5.212848664568616,13.921090456644693,0.2651546117034126,0.3837151625797782,1.1522823572158813,0.8480542302131653,5,10.42718587841904,8.992113261892085,2.870145237236692,0.8103497706422018,0.1759031645766562,0.28905990335694015,0.2628151433136495,0.9570344885190328,0.9107312560081482,0.9953310489654541,0.9650411605834961,Engagement,0.8394793809261086,Embarrassment,0.026490853881601256
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\paper_faithful\peri_optimized\opt_v3_pas_strict,peri_V1/outputs/runs/paper_faithful/peri_optimized/opt_v3_pas_strict,completed,max_epochs_reached,paper_faithful,peri_optimized,opt_v3_pas_strict,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.0,False,32,4,10,10,10,4,3,adamw,0.0001,0.0001,onecycle,7,0.1,cuda,True,42,1.0,True,1670.8776578999823,0.3841268530606656,0.7805775801340739,4.894500819429175,10.236268272399903,0.22807957135285534,0.3841268530606656,1.2913593451182048,0.7887336015701294,10,8.508233492834526,8.037190717563295,0.9420855732863409,0.7927667766776678,0.17938824408003237,0.2925727625669263,0.25545708739036493,0.9423219958941141,0.8801417350769043,1.0251576900482178,0.9216665625572205,Engagement,0.8488449680971109,Embarrassment,0.027330233302379704
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\paper_faithful\peri_optimized\run_final_map35,peri_V1/outputs/runs/paper_faithful/peri_optimized/run_final_map35,interrupted,keyboard_interrupt,paper_faithful,peri,peri_balanced_finetune,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,runtime,,,"layer1,layer2,layer3,layer4",3.0,,2.0,True,True,,True,16,0,10,16,16,3,3,adamw,1e-05,0.0001,none,1,0.1,cpu,True,42,1.0,True,1.0099989594891667e-05,0.3703701600146249,0.8269752860069275,140.22733362371272,323.5405440266927,0.22902448727941924,0.3703701600146249,1.3703719774882,0.8269752860069275,16,127.14757957039299,124.18988288627877,2.957696845505264,0.8138992537313433,0.16289635000155583,0.27146153646711085,0.25718418703171375,0.9859054485956827,0.9293115735054016,1.042708396911621,0.9856963753700256,Engagement,0.8486345696954439,Embarrassment,0.02552269390136591
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\paper_faithful\peri_zeroinit\zeroinit_residual_aug_e15,peri_V1/outputs/runs/paper_faithful/peri_zeroinit/zeroinit_residual_aug_e15,completed,max_epochs_reached,paper_faithful,peri_zeroinit,zeroinit_residual_aug_e15,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,True,0.0,False,32,4,15,15,15,14,2,adamw,0.0001,0.0001,onecycle,7,0.1,cuda,True,42,1.0,True,2831.9841214999906,0.3719701466609045,0.7949863274892172,1.9263906038080953,10.907950301397415,0.6237501355040549,0.3719701466609045,1.1110555132230122,0.8627187808354696,15,9.374668010494165,8.87048351973818,1.008369039286647,0.7217380923958457,0.1880852387618603,0.29840580425447905,0.2442392453620335,1.0081067283948262,0.9117234349250793,1.1201834678649902,0.9924132823944092,Engagement,0.8210804740451012,Embarrassment,0.0220389474031902
c:\Users\Gokhan\Desktop\PERI\peri_V1\outputs\runs\paper_faithful\smoke_test\precomputed_pas_paper,peri_V1/outputs/runs/paper_faithful/smoke_test/precomputed_pas_paper,completed,max_epochs_reached,paper_faithful,smoke_test,precomputed_pas_paper,peri,C:\Users\Gokhan\Desktop\PERI\emotic,npy,False,cont_in,precomputed,C:\Users\Gokhan\Desktop\PERI\emotic\pas,paper,"layer1,layer2,layer3,layer4",3.0,,2.0,True,False,0.0,False,2,0,10,10,10,4,8,adamw,0.0001,0.0001,onecycle,7,0.1,cpu,False,42,1.0,True,13.036383499995281,0.9,4.553858915964763,31.9149751663208,26.560211181640625,0.7916666679084301,0.9,6.733777205149333,4.691425959269206,10,23.5899600982666,20.980451583862305,5.219015598297119,0.4375,0.4375,0.4375,0.7307692307692307,5.2190156777699785,5.987043380737305,3.995741605758667,5.674262046813965,Doubt/Confusion,1.0,Esteem,0.5
